QID,Miejscowosc,Description,Latitude,Longitude
"Q76100","Słomniki","miasto (gmina: Słomniki, powiat: krakowski, wojewódzwo: małopolskie)",50.241933161000084,20.082887964000065
"Q78288","Stare Miasto","część miasta: Warszawa (gmina: Warszawa, powiat: Warszawa, wojewódzwo: mazowieckie)",52.24780900200004,21.01519718400003
"Q78288","Warszawa Stara","część miasta: Warszawa (gmina: Warszawa, powiat: Warszawa, wojewódzwo: mazowieckie)",52.24780900200004,21.01519718400003
"Q78288","Warszowa Stara","część miasta: Warszawa (gmina: Warszawa, powiat: Warszawa, wojewódzwo: mazowieckie)",52.24780900200004,21.01519718400003
"Q79468","Stopnica","miasto (gmina: Stopnica, powiat: buski, wojewódzwo: świętokrzyskie)",50.43910815800006,20.937807763000084
"Q79468","Stobnica","miasto (gmina: Stopnica, powiat: buski, wojewódzwo: świętokrzyskie)",50.43910815800006,20.937807763000084
"Q81088","Szczerców","wieś (gmina: Szczerców, powiat: bełchatowski, wojewódzwo: łódzkie)",51.32918784100007,19.11677617500005
"Q81088","Szczyrców","wieś (gmina: Szczerców, powiat: bełchatowski, wojewódzwo: łódzkie)",51.32918784100007,19.11677617500005
"Q81763","Szydłów","miasto (gmina: Szydłów, powiat: staszowski, wojewódzwo: świętokrzyskie)",50.591005222000035,21.004086735000158
"Q82010","Ślesin","miasto (gmina: Ślesin, powiat: koniński, wojewódzwo: wielkopolskie)",52.369978741386696,18.307458429788234
"Q82209","Śrem","miasto (gmina: Śrem, powiat: śremski, wojewódzwo: wielkopolskie)",52.093271892411884,17.02124662844929
"Q82537","Święciechowa","wieś (gmina: Święciechowa, powiat: leszczyński, wojewódzwo: wielkopolskie)",51.8525522395327,16.49633991643511
"Q82537","Święciechów","wieś (gmina: Święciechowa, powiat: leszczyński, wojewódzwo: wielkopolskie)",51.8525522395327,16.49633991643511
"Q82537","Święciechowo","wieś (gmina: Święciechowa, powiat: leszczyński, wojewódzwo: wielkopolskie)",51.8525522395327,16.49633991643511
"Q84213","Tuliszków","miasto (gmina: Tuliszków, powiat: turecki, wojewódzwo: wielkopolskie)",52.07579510971141,18.29650040821279
"Q86638","Wieruszów","miasto (gmina: Wieruszów, powiat: wieruszowski, wojewódzwo: łódzkie)",51.294121691000036,18.15131906900003
"Q88096","Wojnicz","miasto (gmina: Wojnicz, powiat: tarnowski, wojewódzwo: małopolskie)",49.95767692000002,20.837903273000098
"Q89649","Wschowa","miasto (gmina: Wschowa, powiat: wschowski, wojewódzwo: lubuskie)",51.80343597238843,16.316761253383252
"Q89649","Schowa","miasto (gmina: Wschowa, powiat: wschowski, wojewódzwo: lubuskie)",51.80343597238843,16.316761253383252
"Q90492","Wyszogród","miasto (gmina: Wyszogród, powiat: płocki, wojewódzwo: mazowieckie)",52.38734135700008,20.19075652600004
"Q90492","Wyszegród","miasto (gmina: Wyszogród, powiat: płocki, wojewódzwo: mazowieckie)",52.38734135700008,20.19075652600004
"Q91312","Zagórów","miasto (gmina: Zagórów, powiat: słupecki, wojewódzwo: wielkopolskie)",52.16836216385385,17.901272839990405
"Q91312","Zagórowo","miasto (gmina: Zagórów, powiat: słupecki, wojewódzwo: wielkopolskie)",52.16836216385385,17.901272839990405
"Q94767","Żabno","miasto (gmina: Żabno, powiat: tarnowski, wojewódzwo: małopolskie)",50.130748337000085,20.88501204000011
"Q102750","Stara Wieś","część wsi: Toporów (gmina: Wierzchlas, powiat: wieluński, wojewódzwo: łódzkie)",51.15569422600001,18.737809411000093
"Q102750","Toporów","część wsi: Toporów (gmina: Wierzchlas, powiat: wieluński, wojewódzwo: łódzkie)",51.15569422600001,18.737809411000093
"Q73775","Rzochów","część miasta: Mielec (gmina: Mielec, powiat: mielecki, wojewódzwo: podkarpackie)",50.238187702000104,21.49386324100053
"Q73775","Żochów","część miasta: Mielec (gmina: Mielec, powiat: mielecki, wojewódzwo: podkarpackie)",50.238187702000104,21.49386324100053
"Q74236","Sarnowa","część miasta: Rawicz (gmina: Rawicz, powiat: rawicki, wojewódzwo: wielkopolskie)",51.63106421221306,16.907616893928587
"Q74236","Sarnowo","część miasta: Rawicz (gmina: Rawicz, powiat: rawicki, wojewódzwo: wielkopolskie)",51.63106421221306,16.907616893928587
"Q74451","Seroczyn","wieś (gmina: Wodynie, powiat: siedlecki, wojewódzwo: mazowieckie)",52.009490204000166,21.920570802000356
"Q74451","Seroczyno","wieś (gmina: Wodynie, powiat: siedlecki, wojewódzwo: mazowieckie)",52.009490204000166,21.920570802000356
"Q74451","Syroczyn","wieś (gmina: Wodynie, powiat: siedlecki, wojewódzwo: mazowieckie)",52.009490204000166,21.920570802000356
"Q78148","Stare Dłutowo","wieś (gmina: Lidzbark, powiat: działdowski, wojewódzwo: warmińsko-mazurskie)",53.18973825601585,19.952466795206618
"Q78148","Dłutowo","wieś (gmina: Lidzbark, powiat: działdowski, wojewódzwo: warmińsko-mazurskie)",53.18973825601585,19.952466795206618
"Q78148","Dłotów","wieś (gmina: Lidzbark, powiat: działdowski, wojewódzwo: warmińsko-mazurskie)",53.18973825601585,19.952466795206618
"Q78148","Dłotowo","wieś (gmina: Lidzbark, powiat: działdowski, wojewódzwo: warmińsko-mazurskie)",53.18973825601585,19.952466795206618
"Q83669","Trębki","osada (gmina: Szczawin Kościelny, powiat: gostyniński, wojewódzwo: mazowieckie)",52.3195797640001,19.541673018000058
"Q83669","Trąbki","osada (gmina: Szczawin Kościelny, powiat: gostyniński, wojewódzwo: mazowieckie)",52.3195797640001,19.541673018000058
"Q108752","Piekło","część wsi: Frysztak (gmina: Frysztak, powiat: strzyżowski, wojewódzwo: podkarpackie)",49.83301223300003,21.611753087000825
"Q108752","Frysztak","część wsi: Frysztak (gmina: Frysztak, powiat: strzyżowski, wojewódzwo: podkarpackie)",49.83301223300003,21.611753087000825
"Q133917","Stare Miasto","część miasta: Piotrków Trybunalski (gmina: Piotrków Trybunalski, powiat: Piotrków Trybunalski, wojewódzwo: łódzkie)",51.407877568000075,19.696890300000092
"Q133917","Piotrków","część miasta: Piotrków Trybunalski (gmina: Piotrków Trybunalski, powiat: Piotrków Trybunalski, wojewódzwo: łódzkie)",51.407877568000075,19.696890300000092
"Q89571","Wrzelowiec","wieś (gmina: Opole Lubelskie, powiat: opolski, wojewódzwo: lubelskie)",51.09424793000016,21.928826231000894
"Q89571","Kliczkowice","wieś (gmina: Opole Lubelskie, powiat: opolski, wojewódzwo: lubelskie)",51.09424793000016,21.928826231000894
"Q105892","Pod Kościołem","część wsi: Lipnica Murowana (gmina: Lipnica Murowana, powiat: bocheński, wojewódzwo: małopolskie)",49.861118393000005,20.528097450000107
"Q105892","Lipnica","część wsi: Lipnica Murowana (gmina: Lipnica Murowana, powiat: bocheński, wojewódzwo: małopolskie)",49.861118393000005,20.528097450000107
"Q105145","Czerniejewo-Wieś","część miasta: Czerniejewo (gmina: Czerniejewo, powiat: gnieźnieński, wojewódzwo: wielkopolskie)",52.42738312966358,17.49239047054158
"Q105145","Czerniewo","część miasta: Czerniejewo (gmina: Czerniejewo, powiat: gnieźnieński, wojewódzwo: wielkopolskie)",52.42738312966358,17.49239047054158
"Q179901","Budzyń","osada historyczna (parafia Kozirynek, powiat łukowski, województwo lubelskie, stan na 2 poł. XVI wieku)",51.78822109100051,22.628529344001983
"Q131350","Osiedle Północ","część miasta: Chrzanów (gmina: Chrzanów, powiat: chrzanowski, wojewódzwo: małopolskie)",50.14612717799998,19.40371876400011
"Q131350","Chrzanów","część miasta: Chrzanów (gmina: Chrzanów, powiat: chrzanowski, wojewódzwo: małopolskie)",50.14612717799998,19.40371876400011
"Q118542","Osiedle Bulwary","część miasta: Radzyń Podlaski (gmina: Radzyń Podlaski, powiat: radzyński, wojewódzwo: lubelskie)",51.78135565900046,22.621011648001883
"Q118542","Radzyń","część miasta: Radzyń Podlaski (gmina: Radzyń Podlaski, powiat: radzyński, wojewódzwo: lubelskie)",51.78135565900046,22.621011648001883
"Q118542","Kozirynek","część miasta: Radzyń Podlaski (gmina: Radzyń Podlaski, powiat: radzyński, wojewódzwo: lubelskie)",51.78135565900046,22.621011648001883
"Q128025","Osiedle Nowe Miasto","część miasta: Elbląg (gmina: Elbląg, powiat: Elbląg, wojewódzwo: warmińsko-mazurskie)",54.15810658697561,19.39943266114256
"Q128025","Elbiąg","część miasta: Elbląg (gmina: Elbląg, powiat: Elbląg, wojewódzwo: warmińsko-mazurskie)",54.15810658697561,19.39943266114256
"Q128025","Elbing","część miasta: Elbląg (gmina: Elbląg, powiat: Elbląg, wojewódzwo: warmińsko-mazurskie)",54.15810658697561,19.39943266114256
"Q128025","Olbiąg","część miasta: Elbląg (gmina: Elbląg, powiat: Elbląg, wojewódzwo: warmińsko-mazurskie)",54.15810658697561,19.39943266114256
"Q179972","Stanisławowo","osada historyczna (parafia Święty Jan, powiat poznański, województwo poznańskie, stan na 2 poł. XVI wieku)",52.39976483480231,16.94907048307893
"Q17550","Babimost","miasto (gmina: Babimost, powiat: zielonogórski, wojewódzwo: lubuskie)",52.16149193870784,15.826071358945553
"Q18855","Białaczów","wieś (gmina: Białaczów, powiat: opoczyński, wojewódzwo: łódzkie)",51.29902826000004,20.295105124000028
"Q18534","Bełżyce","miasto (gmina: Bełżyce, powiat: lubelski, wojewódzwo: lubelskie)",51.17436481300025,22.281151412001808
"Q18838","Biała Rawska","miasto (gmina: Biała Rawska, powiat: rawski, wojewódzwo: łódzkie)",51.8064481960001,20.471452397000093
"Q18838","Biała","miasto (gmina: Biała Rawska, powiat: rawski, wojewódzwo: łódzkie)",51.8064481960001,20.471452397000093
"Q20515","Bolesławiec","wieś (gmina: Bolesławiec, powiat: wieruszowski, wojewódzwo: łódzkie)",51.19918646200004,18.18796082500002
"Q22360","Brzostek","miasto (gmina: Brzostek, powiat: dębicki, wojewódzwo: podkarpackie)",49.87856881100003,21.412332134000458
"Q23529","Busko-Zdrój","miasto (gmina: Busko-Zdrój, powiat: buski, wojewódzwo: świętokrzyskie)",50.469524764000056,20.720671441000036
"Q23529","Busko","miasto (gmina: Busko-Zdrój, powiat: buski, wojewódzwo: świętokrzyskie)",50.469524764000056,20.720671441000036
"Q23250","Buk","miasto (gmina: Buk, powiat: poznański, wojewódzwo: wielkopolskie)",52.35632378650077,16.51813918575082
"Q24305","Chęciny","miasto (gmina: Chęciny, powiat: kielecki, wojewódzwo: świętokrzyskie)",50.80080101700004,20.46376916100004
"Q21113","Borówka","część miasta: Głowno (gmina: Głowno, powiat: zgierski, wojewódzwo: łódzkie)",51.96444359700008,19.726946244000082
"Q21113","Głowno","część miasta: Głowno (gmina: Głowno, powiat: zgierski, wojewódzwo: łódzkie)",51.96444359700008,19.726946244000082
"Q26995","Daleszyce","miasto (gmina: Daleszyce, powiat: kielecki, wojewódzwo: świętokrzyskie)",50.801981995000055,20.808908784000113
"Q26629","Czerwińsk nad Wisłą","miasto (gmina: Czerwińsk nad Wisłą, powiat: płoński, wojewódzwo: mazowieckie)",52.39487829900006,20.308584316000072
"Q26629","Czerwieńsko","miasto (gmina: Czerwińsk nad Wisłą, powiat: płoński, wojewódzwo: mazowieckie)",52.39487829900006,20.308584316000072
"Q26629","Czerwieńsk","miasto (gmina: Czerwińsk nad Wisłą, powiat: płoński, wojewódzwo: mazowieckie)",52.39487829900006,20.308584316000072
"Q26735","Człopa","miasto (gmina: Człopa, powiat: wałecki, wojewódzwo: zachodniopomorskie)",53.0869318444583,16.123052288368086
"Q27557","Dąbrowice","wieś (gmina: Dąbrowice, powiat: kutnowski, wojewódzwo: łódzkie)",52.313950059000035,19.082890252000052
"Q28209","Dębowiec","wieś (gmina: Dębowiec, powiat: jasielski, wojewódzwo: podkarpackie)",49.6820883890001,21.460137749000555
"Q28209","Dembowiec","wieś (gmina: Dębowiec, powiat: jasielski, wojewódzwo: podkarpackie)",49.6820883890001,21.460137749000555
"Q28528","Dobczyce","miasto (gmina: Dobczyce, powiat: myślenicki, wojewódzwo: małopolskie)",49.88041807600009,20.089156322000065
"Q28528","Dopczyce","miasto (gmina: Dobczyce, powiat: myślenicki, wojewódzwo: małopolskie)",49.88041807600009,20.089156322000065
"Q29567","Drzewica","miasto (gmina: Drzewica, powiat: opoczyński, wojewódzwo: łódzkie)",51.450299875999995,20.478487735000016
"Q29352","Drobin","miasto (gmina: Drobin, powiat: płocki, wojewódzwo: mazowieckie)",52.7369274807188,19.991475554453405
"Q29352","Drobnin","miasto (gmina: Drobin, powiat: płocki, wojewódzwo: mazowieckie)",52.7369274807188,19.991475554453405
"Q30357","Dzierzgoń","miasto (gmina: Dzierzgoń, powiat: sztumski, wojewódzwo: pomorskie)",53.924204465479825,19.34634934930453
"Q30357","Kiszpork","miasto (gmina: Dzierzgoń, powiat: sztumski, wojewódzwo: pomorskie)",53.924204465479825,19.34634934930453
"Q30357","Christburg","miasto (gmina: Dzierzgoń, powiat: sztumski, wojewódzwo: pomorskie)",53.924204465479825,19.34634934930453
"Q30357","Kispark","miasto (gmina: Dzierzgoń, powiat: sztumski, wojewódzwo: pomorskie)",53.924204465479825,19.34634934930453
"Q34720","Grabów","wieś (gmina: Grabów, powiat: łęczycki, wojewódzwo: łódzkie)",52.127351541000046,19.015592318000046
"Q34720","Grabowo","wieś (gmina: Grabów, powiat: łęczycki, wojewódzwo: łódzkie)",52.127351541000046,19.015592318000046
"Q34727","Grabów nad Prosną","miasto (gmina: Grabów nad Prosną, powiat: ostrzeszowski, wojewódzwo: wielkopolskie)",51.50667131100005,18.118592515000017
"Q34727","Grabów","miasto (gmina: Grabów nad Prosną, powiat: ostrzeszowski, wojewódzwo: wielkopolskie)",51.50667131100005,18.118592515000017
"Q38507","Jastrząb","wieś (gmina: Jastrząb, powiat: szydłowiecki, wojewódzwo: mazowieckie)",51.24567380900003,20.949838214000145
"Q38507","Jastrzębie","wieś (gmina: Jastrząb, powiat: szydłowiecki, wojewódzwo: mazowieckie)",51.24567380900003,20.949838214000145
"Q38166","Jaraczewo","miasto (gmina: Jaraczewo, powiat: jarociński, wojewódzwo: wielkopolskie)",51.96826977288778,17.29764496297302
"Q38166","Chytrowo","miasto (gmina: Jaraczewo, powiat: jarociński, wojewódzwo: wielkopolskie)",51.96826977288778,17.29764496297302
"Q38166","Jaraczew","miasto (gmina: Jaraczewo, powiat: jarociński, wojewódzwo: wielkopolskie)",51.96826977288778,17.29764496297302
"Q40681","Kamionka","miasto (gmina: Kamionka, powiat: lubartowski, wojewódzwo: lubelskie)",51.46817624400031,22.46255375700194
"Q40681","Kamionka Pierwsza","miasto (gmina: Kamionka, powiat: lubartowski, wojewódzwo: lubelskie)",51.46817624400031,22.46255375700194
"Q41596","Kazimierz Dolny","miasto (gmina: Kazimierz Dolny, powiat: puławski, wojewódzwo: lubelskie)",51.322085838405876,21.94742187937611
"Q41596","Kazimierz","miasto (gmina: Kazimierz Dolny, powiat: puławski, wojewódzwo: lubelskie)",51.322085838405876,21.94742187937611
"Q42895","Klwów","wieś (gmina: Klwów, powiat: przysuski, wojewódzwo: mazowieckie)",51.534463377000044,20.636184764000085
"Q43141","Knyszyn","miasto (gmina: Knyszyn, powiat: moniecki, wojewódzwo: podlaskie)",53.3121401131159,22.918617556181008
"Q42949","Kłodawa","miasto (gmina: Kłodawa, powiat: kolski, wojewódzwo: wielkopolskie)",52.254705524000045,18.91170610100004
"Q43620","Kolno","miasto (gmina: Kolno, powiat: kolneński, wojewódzwo: podlaskie)",53.40615413900016,21.934970135999702
"Q44182","Koniecpol","miasto (gmina: Koniecpol, powiat: częstochowski, wojewódzwo: śląskie)",50.77180169400004,19.67926716000008
"Q44182","Nowopole","miasto (gmina: Koniecpol, powiat: częstochowski, wojewódzwo: śląskie)",50.77180169400004,19.67926716000008
"Q41893","Kębłowo","wieś (gmina: Wolsztyn, powiat: wolsztyński, wojewódzwo: wielkopolskie)",52.04784842608562,16.100040745853427
"Q41893","Kiebłów","wieś (gmina: Wolsztyn, powiat: wolsztyński, wojewódzwo: wielkopolskie)",52.04784842608562,16.100040745853427
"Q41893","Kiebłowo","wieś (gmina: Wolsztyn, powiat: wolsztyński, wojewódzwo: wielkopolskie)",52.04784842608562,16.100040745853427
"Q45503","Kowalewo Pomorskie","miasto (gmina: Kowalewo Pomorskie, powiat: golubsko-dobrzyński, wojewódzwo: kujawsko-pomorskie)",53.154089364271414,18.900534506606217
"Q45503","Kowalewo","miasto (gmina: Kowalewo Pomorskie, powiat: golubsko-dobrzyński, wojewódzwo: kujawsko-pomorskie)",53.154089364271414,18.900534506606217
"Q45503","Schönsee","miasto (gmina: Kowalewo Pomorskie, powiat: golubsko-dobrzyński, wojewódzwo: kujawsko-pomorskie)",53.154089364271414,18.900534506606217
"Q45096","Kostrzyn","miasto (gmina: Kostrzyn, powiat: poznański, wojewódzwo: wielkopolskie)",52.398386438691304,17.22661939403853
"Q45986","Krajenka","miasto (gmina: Krajenka, powiat: złotowski, wojewódzwo: wielkopolskie)",53.29689747648348,16.990626161157092
"Q47531","Książ Wielki","wieś (gmina: Książ Wielki, powiat: miechowski, wojewódzwo: małopolskie)",50.442785368000045,20.142213660000007
"Q47531","Książ","wieś (gmina: Książ Wielki, powiat: miechowski, wojewódzwo: małopolskie)",50.442785368000045,20.142213660000007
"Q48534","Lanckorona","wieś (gmina: Lanckorona, powiat: wadowicki, wojewódzwo: małopolskie)",49.846805215000074,19.71266213900006
"Q48534","Lanckoruna","wieś (gmina: Lanckorona, powiat: wadowicki, wojewódzwo: małopolskie)",49.846805215000074,19.71266213900006
"Q48770","Latowicz","wieś (gmina: Latowicz, powiat: miński, wojewódzwo: mazowieckie)",52.02593538100014,21.809538152000332
"Q49430","Lidzbark","miasto (gmina: Lidzbark, powiat: działdowski, wojewódzwo: warmińsko-mazurskie)",53.26261288163935,19.823827088754555
"Q49430","Lidzbark Welski","miasto (gmina: Lidzbark, powiat: działdowski, wojewódzwo: warmińsko-mazurskie)",53.26261288163935,19.823827088754555
"Q50436","Lublin","miasto (gmina: Lublin, powiat: Lublin, wojewódzwo: lubelskie)",51.24772200100043,22.566718370002942
"Q51540","Łęczna","miasto (gmina: Łęczna, powiat: łęczyński, wojewódzwo: lubelskie)",51.30312015600075,22.881591857004803
"Q51066","Łask","miasto (gmina: Łask, powiat: łaski, wojewódzwo: łódzkie)",51.59184906200002,19.13374325600007
"Q51066","Łasko","miasto (gmina: Łask, powiat: łaski, wojewódzwo: łódzkie)",51.59184906200002,19.13374325600007
"Q37735","Janików","wieś (gmina: Ożarów, powiat: opatowski, wojewódzwo: świętokrzyskie)",50.85780599700014,21.705583924000585
"Q37735","Janina","wieś (gmina: Ożarów, powiat: opatowski, wojewódzwo: świętokrzyskie)",50.85780599700014,21.705583924000585
"Q53408","Małogoszcz","miasto (gmina: Małogoszcz, powiat: jędrzejowski, wojewódzwo: świętokrzyskie)",50.81373397700004,20.271219059000067
"Q54827","Miechów","miasto (gmina: Miechów, powiat: miechowski, wojewódzwo: małopolskie)",50.359563719000036,20.03052770900003
"Q55753","Mława","miasto (gmina: Mława, powiat: mławski, wojewódzwo: mazowieckie)",53.11075773717998,20.38399885906028
"Q56218","Mogielnica","miasto (gmina: Mogielnica, powiat: grójecki, wojewódzwo: mazowieckie)",51.692077942000054,20.72294164900008
"Q56218","Mogilnica","miasto (gmina: Mogielnica, powiat: grójecki, wojewódzwo: mazowieckie)",51.692077942000054,20.72294164900008
"Q40614","Kamion","wieś (gmina: Wierzchlas, powiat: wieluński, wojewódzwo: łódzkie)",51.15392073000004,18.74748681600009
"Q57159","Myślenice","miasto (gmina: Myślenice, powiat: myślenicki, wojewódzwo: małopolskie)",49.83335233700007,19.935823855000034
"Q57159","Myślimice","miasto (gmina: Myślenice, powiat: myślenicki, wojewódzwo: małopolskie)",49.83335233700007,19.935823855000034
"Q57159","Myślinice","miasto (gmina: Myślenice, powiat: myślenicki, wojewódzwo: małopolskie)",49.83335233700007,19.935823855000034
"Q56600","Mosina","miasto (gmina: Mosina, powiat: poznański, wojewódzwo: wielkopolskie)",52.24616727242561,16.851698679041135
"Q57368","Nadarzyn","wieś (gmina: Nadarzyn, powiat: pruszkowski, wojewódzwo: mazowieckie)",52.09414098000008,20.807561077000095
"Q59173","Nowe Brzesko","miasto (gmina: Nowe Brzesko, powiat: proszowicki, wojewódzwo: małopolskie)",50.12947615400004,20.375677754000073
"Q59173","Brzesko Nowe","miasto (gmina: Nowe Brzesko, powiat: proszowicki, wojewódzwo: małopolskie)",50.12947615400004,20.375677754000073
"Q59763","Nowogród","miasto (gmina: Nowogród, powiat: łomżyński, wojewódzwo: podlaskie)",53.22619806800012,21.88095814899982
"Q59754","Nowodwór","wieś (gmina: Nowodwór, powiat: rycki, wojewódzwo: lubelskie)",51.64204797500019,22.101845618000855
"Q59754","Wyprzadów","wieś (gmina: Nowodwór, powiat: rycki, wojewódzwo: lubelskie)",51.64204797500019,22.101845618000855
"Q59967","Nowy Dwór Mazowiecki","miasto (gmina: Nowy Dwór Mazowiecki, powiat: nowodworski, wojewódzwo: mazowieckie)",52.43107678200002,20.71638134100005
"Q59967","Nowodwór","miasto (gmina: Nowy Dwór Mazowiecki, powiat: nowodworski, wojewódzwo: mazowieckie)",52.43107678200002,20.71638134100005
"Q59967","Nowy Dwór","miasto (gmina: Nowy Dwór Mazowiecki, powiat: nowodworski, wojewódzwo: mazowieckie)",52.43107678200002,20.71638134100005
"Q60282","Nowy Targ","miasto (gmina: Nowy Targ, powiat: nowotarski, wojewódzwo: małopolskie)",49.48218922700003,20.03271746400001
"Q61844","Osiek","miasto (gmina: Osiek, powiat: staszowski, wojewódzwo: świętokrzyskie)",50.5193783380001,21.439882199000444
"Q63308","Parzęczew","wieś (gmina: Parzęczew, powiat: zgierski, wojewódzwo: łódzkie)",51.94752410100005,19.208547090000028
"Q63308","Parzynczów","wieś (gmina: Parzęczew, powiat: zgierski, wojewódzwo: łódzkie)",51.94752410100005,19.208547090000028
"Q63308","Parniczew","wieś (gmina: Parzęczew, powiat: zgierski, wojewódzwo: łódzkie)",51.94752410100005,19.208547090000028
"Q63308","Parzniczew","wieś (gmina: Parzęczew, powiat: zgierski, wojewódzwo: łódzkie)",51.94752410100005,19.208547090000028
"Q63308","Parzynczewo","wieś (gmina: Parzęczew, powiat: zgierski, wojewódzwo: łódzkie)",51.94752410100005,19.208547090000028
"Q65158","Piwniczna-Zdrój","miasto (gmina: Piwniczna-Zdrój, powiat: nowosądecki, wojewódzwo: małopolskie)",49.43935892900004,20.71569415600006
"Q65158","Piwniczna","miasto (gmina: Piwniczna-Zdrój, powiat: nowosądecki, wojewódzwo: małopolskie)",49.43935892900004,20.71569415600006
"Q65158","Piwniczna Szyja","miasto (gmina: Piwniczna-Zdrój, powiat: nowosądecki, wojewódzwo: małopolskie)",49.43935892900004,20.71569415600006
"Q56896","Mrzygłód","część miasta: Myszków (gmina: Myszków, powiat: myszkowski, wojewódzwo: śląskie)",50.54278705300001,19.364344013000036
"Q64253","Piątkowisko","część wsi: Kurzelów (gmina: Włoszczowa, powiat: włoszczowski, wojewódzwo: świętokrzyskie)",50.87918101200006,19.888033609999997
"Q64253","Kurzelów","część wsi: Kurzelów (gmina: Włoszczowa, powiat: włoszczowski, wojewódzwo: świętokrzyskie)",50.87918101200006,19.888033609999997
"Q70567","Radomsko","miasto (gmina: Radomsko, powiat: radomszczański, wojewódzwo: łódzkie)",51.06699700800004,19.44394799800008
"Q70567","Radomskie","miasto (gmina: Radomsko, powiat: radomszczański, wojewódzwo: łódzkie)",51.06699700800004,19.44394799800008
"Q70385","Raciążek","wieś (gmina: Raciążek, powiat: aleksandrowski, wojewódzwo: kujawsko-pomorskie)",52.855519906016845,18.814123950999978
"Q70385","Raciąż","wieś (gmina: Raciążek, powiat: aleksandrowski, wojewódzwo: kujawsko-pomorskie)",52.855519906016845,18.814123950999978
"Q70758","Radziłów","wieś (gmina: Radziłów, powiat: grajewski, wojewódzwo: podlaskie)",53.411454178000255,22.406783809999045
"Q70758","Radziłowo","wieś (gmina: Radziłów, powiat: grajewski, wojewódzwo: podlaskie)",53.411454178000255,22.406783809999045
"Q72224","Rozprza","wieś (gmina: Rozprza, powiat: piotrkowski, wojewódzwo: łódzkie)",51.30191897000005,19.64631627500006
"Q73296","Rychwał","miasto (gmina: Rychwał, powiat: koniński, wojewódzwo: wielkopolskie)",52.07019754908249,18.166820914758425
"Q74548","Sędziszów Małopolski","miasto (gmina: Sędziszów Małopolski, powiat: ropczycko-sędziszowski, wojewódzwo: podkarpackie)",50.06969604000006,21.704436892000885
"Q74548","Sędziszów","miasto (gmina: Sędziszów Małopolski, powiat: ropczycko-sędziszowski, wojewódzwo: podkarpackie)",50.06969604000006,21.704436892000885
"Q74445","Serock","miasto (gmina: Serock, powiat: legionowski, wojewódzwo: mazowieckie)",52.51153141400006,21.0748916590001
"Q74445","Serociec","miasto (gmina: Serock, powiat: legionowski, wojewódzwo: mazowieckie)",52.51153141400006,21.0748916590001
"Q74445","Szeroczec","miasto (gmina: Serock, powiat: legionowski, wojewódzwo: mazowieckie)",52.51153141400006,21.0748916590001
"Q74445","Syroczec","miasto (gmina: Serock, powiat: legionowski, wojewódzwo: mazowieckie)",52.51153141400006,21.0748916590001
"Q74692","Siedlce","miasto (gmina: Siedlce, powiat: Siedlce, wojewódzwo: mazowieckie)",52.16480856500024,22.276489145000575
